InputSpec,StartTime,EndTime,ElapsedTime 
HadoopWordPairs/AA-AA,04/04/2025  1:45:51.51, 1:46:05.96,14.044 
HadoopWordPairs/AA-AA,04/04/2025  1:49:52.39, 1:50:04.63,12.024 
HadoopWordPairs/AA-AB,04/04/2025  1:51:48.49, 1:52:07.84,19.035 
HadoopWordPairs/AA-AC,04/04/2025  1:54:29.91, 1:54:59.55,29.964 
