InputDirs,StartTime,EndTime,ElapsedTime 
AA,04/04/2025  1:45:22.29, 1:45:51.49,29.020 
AA,04/04/2025  1:49:26.67, 1:49:52.38,25.971 
AA,AB,04/04/2025  1:50:54.78, 1:51:48.48,53.970 
AA,AB,AC,04/04/2025  1:53:12.39, 1:54:29.90,77.051 
