InputDirs,StartTime,EndTime,ElapsedTime 
AA,04/04/2025  1:43:57.45, 1:43:57.83,0.038 
AA,04/04/2025  1:44:56.19, 1:45:13.87,17.068 
AA,04/04/2025  1:49:02.64, 1:49:20.69,18.005 
AA,AB,04/04/2025  1:50:10.79, 1:50:47.38,36.959 
AA,AB,AC,04/04/2025  1:52:16.07, 1:53:05.30,49.023 
