InputDirs,StartTime,EndTime,ElapsedTime 
AA,03/04/2025  9:22:33.13, 9:22:58.19,25.006 
AA,AB,03/04/2025  9:23:59.34, 9:24:38.04,38.970 
AA,03/04/2025  9:38:26.94, 9:38:28.93,1.999 
AA,03/04/2025  9:39:30.72, 9:39:54.80,24.008 
AA,AB,03/04/2025  9:40:50.56, 9:41:29.51,38.995 
