InputDirs,StartTime,EndTime,ElapsedTime 
AA,04/04/2025  1:43:50.55, 1:43:52.53,1.998 
AA,04/04/2025  1:44:42.36, 1:44:58.08,15.972 
AA,AB,04/04/2025  1:45:49.35, 1:46:20.07,30.973 
AA,AB,AC,04/04/2025  1:47:37.20, 1:48:23.99,46.079 
